urn,group,author,title
urn:cts:greekLit:tlg0007.tlg048,urn:cts:greekLit:tlg0007,Plutarch,Caesar
urn:cts:greekLit:tlg0007.tlg049,urn:cts:greekLit:tlg0007,Plutarch,Phocion
urn:cts:greekLit:tlg0007.tlg050,urn:cts:greekLit:tlg0007,Plutarch,Cato the Younger
urn:cts:greekLit:tlg0007.tlg051,urn:cts:greekLit:tlg0007,Plutarch,Agis and Cleomenes
urn:cts:greekLit:tlg0007.tlg052,urn:cts:greekLit:tlg0007,Plutarch,Tiberius and Caius Gracchus
urn:cts:greekLit:tlg0007.tlg053,urn:cts:greekLit:tlg0007,Plutarch,Comparison of Agis and Cleomenes and the Gracchi
urn:cts:greekLit:tlg0007.tlg054,urn:cts:greekLit:tlg0007,Plutarch,Demosthenes
urn:cts:greekLit:tlg0007.tlg055,urn:cts:greekLit:tlg0007,Plutarch,Cicero
urn:cts:greekLit:tlg0007.tlg056,urn:cts:greekLit:tlg0007,Plutarch,Comparison of Demosthenes and Cicero
urn:cts:greekLit:tlg0007.tlg057,urn:cts:greekLit:tlg0007,Plutarch,Demetrius
urn:cts:greekLit:tlg0007.tlg058,urn:cts:greekLit:tlg0007,Plutarch,Antony
urn:cts:greekLit:tlg0007.tlg059,urn:cts:greekLit:tlg0007,Plutarch,Comparison of Demetrius and Antony
urn:cts:greekLit:tlg0007.tlg060,urn:cts:greekLit:tlg0007,Plutarch,Dion
urn:cts:greekLit:tlg0007.tlg061,urn:cts:greekLit:tlg0007,Plutarch,Brutus
urn:cts:greekLit:tlg0007.tlg062,urn:cts:greekLit:tlg0007,Plutarch,Comparison of Dion and Brutus
urn:cts:greekLit:tlg0007.tlg063,urn:cts:greekLit:tlg0007,Plutarch,Aratus
urn:cts:greekLit:tlg0007.tlg064,urn:cts:greekLit:tlg0007,Plutarch,Artaxerxes
urn:cts:greekLit:tlg0007.tlg065,urn:cts:greekLit:tlg0007,Plutarch,Galba
urn:cts:greekLit:tlg0007.tlg066,urn:cts:greekLit:tlg0007,Plutarch,Otho
urn:cts:greekLit:tlg0007.tlg067,urn:cts:greekLit:tlg0007,Plutarch,De liberis educandis
urn:cts:greekLit:tlg0007.tlg068,urn:cts:greekLit:tlg0007,Plutarch,Quomodo adolescens poetas audire debeat
urn:cts:greekLit:tlg0007.tlg069,urn:cts:greekLit:tlg0007,Plutarch,De recta ratione audiendi
urn:cts:greekLit:tlg0007.tlg070,urn:cts:greekLit:tlg0007,Plutarch,Quomodo adulator ab amico internoscatur
urn:cts:greekLit:tlg0007.tlg071,urn:cts:greekLit:tlg0007,Plutarch,Quomodo quis suos in virtute sentiat profectus
urn:cts:greekLit:tlg0007.tlg072,urn:cts:greekLit:tlg0007,Plutarch,De capienda ex inimicis utilitate
urn:cts:greekLit:tlg0007.tlg073,urn:cts:greekLit:tlg0007,Plutarch,De amicorum multitudine
urn:cts:greekLit:tlg0007.tlg074,urn:cts:greekLit:tlg0007,Plutarch,De fortuna
urn:cts:greekLit:tlg0007.tlg075,urn:cts:greekLit:tlg0007,Plutarch,De virtute et vitio
urn:cts:greekLit:tlg0007.tlg076,urn:cts:greekLit:tlg0007,Plutarch,Consolatio ad Apollonium
urn:cts:greekLit:tlg0007.tlg077,urn:cts:greekLit:tlg0007,Plutarch,De tuenda sanitate praecepta
urn:cts:greekLit:tlg0007.tlg078,urn:cts:greekLit:tlg0007,Plutarch,Conjugalia Praecepta
urn:cts:greekLit:tlg0007.tlg079,urn:cts:greekLit:tlg0007,Plutarch,Septem sapientium convivium
urn:cts:greekLit:tlg0007.tlg080,urn:cts:greekLit:tlg0007,Plutarch,De Superstitione
urn:cts:greekLit:tlg0007.tlg081,urn:cts:greekLit:tlg0007,Plutarch,Regum et imperatorum apophthegmata
urn:cts:greekLit:tlg0007.tlg082,urn:cts:greekLit:tlg0007,Plutarch,Apophthegmata Laconica
urn:cts:greekLit:tlg0007.tlg082a,urn:cts:greekLit:tlg0007,Plutarch,Instituta Laconia
urn:cts:greekLit:tlg0007.tlg082b,urn:cts:greekLit:tlg0007,Plutarch,Lacaenarum Apophthegmata
urn:cts:greekLit:tlg0007.tlg083,urn:cts:greekLit:tlg0007,Plutarch,Mulierum virtutes
urn:cts:greekLit:tlg0007.tlg084a,urn:cts:greekLit:tlg0007,Plutarch,Quaestiones Romanae
urn:cts:greekLit:tlg0007.tlg084b,urn:cts:greekLit:tlg0007,Plutarch,Quaestiones Graecae
urn:cts:greekLit:tlg0007.tlg085,urn:cts:greekLit:tlg0007,Plutarch,Parallela minora
urn:cts:greekLit:tlg0007.tlg086,urn:cts:greekLit:tlg0007,Plutarch,De fortuna Romanorum
urn:cts:greekLit:tlg0007.tlg087,urn:cts:greekLit:tlg0007,Plutarch,De Alexandri magni fortuna aut virtute
urn:cts:greekLit:tlg0007.tlg088,urn:cts:greekLit:tlg0007,Plutarch,De gloria Atheniensium
urn:cts:greekLit:tlg0007.tlg089,urn:cts:greekLit:tlg0007,Plutarch,De Iside et Osiride
urn:cts:greekLit:tlg0007.tlg090,urn:cts:greekLit:tlg0007,Plutarch,De E apud Delphos
urn:cts:greekLit:tlg0007.tlg091,urn:cts:greekLit:tlg0007,Plutarch,De Pythiae oraculis
urn:cts:greekLit:tlg0007.tlg092,urn:cts:greekLit:tlg0007,Plutarch,De Defectu Oraculorum
urn:cts:greekLit:tlg0007.tlg093,urn:cts:greekLit:tlg0007,Plutarch,An Virtus Doceri Possit
urn:cts:greekLit:tlg0007.tlg094,urn:cts:greekLit:tlg0007,Plutarch,De Virtute Morali
urn:cts:greekLit:tlg0007.tlg095,urn:cts:greekLit:tlg0007,Plutarch,De cohibenda ira
urn:cts:greekLit:tlg0007.tlg096,urn:cts:greekLit:tlg0007,Plutarch,De Tranquillitate Animi
urn:cts:greekLit:tlg0007.tlg097,urn:cts:greekLit:tlg0007,Plutarch,De fraterno amore
urn:cts:greekLit:tlg0007.tlg098,urn:cts:greekLit:tlg0007,Plutarch,De Amore Prolis
urn:cts:greekLit:tlg0007.tlg099,urn:cts:greekLit:tlg0007,Plutarch,An vitiositas ad infelicitatem sufficia
urn:cts:greekLit:tlg0007.tlg100,urn:cts:greekLit:tlg0007,Plutarch,Animine an corporis affectiones sint peiores
urn:cts:greekLit:tlg0007.tlg101,urn:cts:greekLit:tlg0007,Plutarch,De Garrulitate
urn:cts:greekLit:tlg0007.tlg102,urn:cts:greekLit:tlg0007,Plutarch,De curiositate
urn:cts:greekLit:tlg0007.tlg103,urn:cts:greekLit:tlg0007,Plutarch,De Cupiditate Divitiarum
urn:cts:greekLit:tlg0007.tlg104,urn:cts:greekLit:tlg0007,Plutarch,De Vitioso Pudore
urn:cts:greekLit:tlg0007.tlg105,urn:cts:greekLit:tlg0007,Plutarch,De Invidia et Odio
urn:cts:greekLit:tlg0007.tlg106,urn:cts:greekLit:tlg0007,Plutarch,De Se Ipsum Citra Invidiam Laudando
urn:cts:greekLit:tlg0007.tlg107,urn:cts:greekLit:tlg0007,Plutarch,De Sera Numinis Vindicta
urn:cts:greekLit:tlg0007.tlg108,urn:cts:greekLit:tlg0007,Plutarch,De Fato
urn:cts:greekLit:tlg0007.tlg109,urn:cts:greekLit:tlg0007,Plutarch,De Genio Socratis
urn:cts:greekLit:tlg0007.tlg110,urn:cts:greekLit:tlg0007,Plutarch,De exilio
urn:cts:greekLit:tlg0007.tlg111,urn:cts:greekLit:tlg0007,Plutarch,Consolatio Ad Uxorem
urn:cts:greekLit:tlg0007.tlg112,urn:cts:greekLit:tlg0007,Plutarch,Quaestiones Convivales
urn:cts:greekLit:tlg0007.tlg113,urn:cts:greekLit:tlg0007,Plutarch,Amatorius
urn:cts:greekLit:tlg0007.tlg114,urn:cts:greekLit:tlg0007,Plutarch,Amatoriae Narrationes
urn:cts:greekLit:tlg0007.tlg115,urn:cts:greekLit:tlg0007,Plutarch,Maxime Cum Principibus Viris Philosopho Esse Disserendum
urn:cts:greekLit:tlg0007.tlg116,urn:cts:greekLit:tlg0007,Plutarch,Ad principem ineruditum
urn:cts:greekLit:tlg0007.tlg117,urn:cts:greekLit:tlg0007,Plutarch,An seni respublica gerenda sit
urn:cts:greekLit:tlg0007.tlg118,urn:cts:greekLit:tlg0007,Plutarch,Praecepta gerendae reipublicae
urn:cts:greekLit:tlg0007.tlg119,urn:cts:greekLit:tlg0007,Plutarch,"De unius in republica dominatione, populari statu, et paucorum imperio"
urn:cts:greekLit:tlg0007.tlg120,urn:cts:greekLit:tlg0007,Plutarch,De vitando aere alieno
urn:cts:greekLit:tlg0007.tlg121,urn:cts:greekLit:tlg0007,Plutarch,Vitae decem oratorum
urn:cts:greekLit:tlg0007.tlg122,urn:cts:greekLit:tlg0007,Plutarch,Comparationis Aristophanis et Menandri compendium
urn:cts:greekLit:tlg0007.tlg123,urn:cts:greekLit:tlg0007,Plutarch,De Heroditi malignate
urn:cts:greekLit:tlg0007.tlg125,urn:cts:greekLit:tlg0007,Plutarch,Quaestiones Naturales
urn:cts:greekLit:tlg0007.tlg126,urn:cts:greekLit:tlg0007,Plutarch,De Facie Quae in orbe Lunae Apparet
urn:cts:greekLit:tlg0007.tlg127,urn:cts:greekLit:tlg0007,Plutarch,De primo frigido
urn:cts:greekLit:tlg0007.tlg128,urn:cts:greekLit:tlg0007,Plutarch,Aquane an ignis sit utilior
urn:cts:greekLit:tlg0007.tlg129,urn:cts:greekLit:tlg0007,Plutarch,De sollertia animalium
urn:cts:greekLit:tlg0007.tlg130,urn:cts:greekLit:tlg0007,Plutarch,Bruta animalia ratione uti
urn:cts:greekLit:tlg0007.tlg131,urn:cts:greekLit:tlg0007,Plutarch,De esu carnium I
urn:cts:greekLit:tlg0007.tlg132,urn:cts:greekLit:tlg0007,Plutarch,De esu carnium II
urn:cts:greekLit:tlg0007.tlg133,urn:cts:greekLit:tlg0007,Plutarch,Platonicae quaestiones
urn:cts:greekLit:tlg0007.tlg134,urn:cts:greekLit:tlg0007,Plutarch,De animae procreatione in Timaeo
urn:cts:greekLit:tlg0007.tlg135,urn:cts:greekLit:tlg0007,Plutarch,Epitome libri de animae procreatione in Timaeo
urn:cts:greekLit:tlg0007.tlg136,urn:cts:greekLit:tlg0007,Plutarch,De Stoicorum repugnantiis
urn:cts:greekLit:tlg0007.tlg137,urn:cts:greekLit:tlg0007,Plutarch,Compendium argumenti Stoicos absurdiora poetis dicere
urn:cts:greekLit:tlg0007.tlg138,urn:cts:greekLit:tlg0007,Plutarch,De communibus notitiis adversus Stoicos
urn:cts:greekLit:tlg0007.tlg139,urn:cts:greekLit:tlg0007,Plutarch,Non Posse Suaviter Vivi Secundum Epicurum
urn:cts:greekLit:tlg0007.tlg140,urn:cts:greekLit:tlg0007,Plutarch,Adversus Coloten
urn:cts:greekLit:tlg0007.tlg141,urn:cts:greekLit:tlg0007,Plutarch,An Recte Dictum Sit Latenter Esse Vivendum
urn:cts:greekLit:tlg0007.tlg146,urn:cts:greekLit:tlg0007,Plutarch,Παροιμίαι αἷς Ἀλεξανδρεῖς ἐχρῶντο
urn:cts:greekLit:tlg0007.tlg147,urn:cts:greekLit:tlg0007,Plutarch,Ἐκλογὴ περὶ τῶν ἀδυνάτων
urn:cts:greekLit:tlg0008.tlg001,urn:cts:greekLit:tlg0008,Athenaeus of Naucratis,Deipnosophistae
urn:cts:greekLit:tlg0010.tlg001,urn:cts:greekLit:tlg0010,Isocrates,Against Euthynus
urn:cts:greekLit:tlg0010.tlg002,urn:cts:greekLit:tlg0010,Isocrates,Against Callimachus
urn:cts:greekLit:tlg0010.tlg003,urn:cts:greekLit:tlg0010,Isocrates,Against Lochites
urn:cts:greekLit:tlg0010.tlg004,urn:cts:greekLit:tlg0010,Isocrates,Concerning the Team of Horses
urn:cts:greekLit:tlg0010.tlg005,urn:cts:greekLit:tlg0010,Isocrates,Trapeziticus
urn:cts:greekLit:tlg0010.tlg006,urn:cts:greekLit:tlg0010,Isocrates,Aegineticus
urn:cts:greekLit:tlg0010.tlg007,urn:cts:greekLit:tlg0010,Isocrates,To Demonicus
urn:cts:greekLit:tlg0010.tlg008,urn:cts:greekLit:tlg0010,Isocrates,Against the Sophists
urn:cts:greekLit:tlg0010.tlg009,urn:cts:greekLit:tlg0010,Isocrates,Helen
urn:cts:greekLit:tlg0010.tlg010,urn:cts:greekLit:tlg0010,Isocrates,Busiris
urn:cts:greekLit:tlg0010.tlg011,urn:cts:greekLit:tlg0010,Isocrates,Panegyricus
urn:cts:greekLit:tlg0010.tlg012,urn:cts:greekLit:tlg0010,Isocrates,Plataicus
urn:cts:greekLit:tlg0010.tlg013,urn:cts:greekLit:tlg0010,Isocrates,To Nicocles
urn:cts:greekLit:tlg0010.tlg014,urn:cts:greekLit:tlg0010,Isocrates,Nicocles or the Cyprians
urn:cts:greekLit:tlg0010.tlg015,urn:cts:greekLit:tlg0010,Isocrates,Evagoras
urn:cts:greekLit:tlg0010.tlg016,urn:cts:greekLit:tlg0010,Isocrates,Archidamus
urn:cts:greekLit:tlg0010.tlg017,urn:cts:greekLit:tlg0010,Isocrates,On the Peace
urn:cts:greekLit:tlg0010.tlg018,urn:cts:greekLit:tlg0010,Isocrates,Areopagiticus
urn:cts:greekLit:tlg0010.tlg019,urn:cts:greekLit:tlg0010,Isocrates,Antidosis
urn:cts:greekLit:tlg0010.tlg020,urn:cts:greekLit:tlg0010,Isocrates,To Philip
urn:cts:greekLit:tlg0010.tlg021,urn:cts:greekLit:tlg0010,Isocrates,Panathenaicus
urn:cts:greekLit:tlg0010.tlg022,urn:cts:greekLit:tlg0010,Isocrates,To Dionysius
urn:cts:greekLit:tlg0010.tlg023,urn:cts:greekLit:tlg0010,Isocrates,To the Children of Jason
urn:cts:greekLit:tlg0010.tlg024,urn:cts:greekLit:tlg0010,Isocrates,To Archidamus
urn:cts:greekLit:tlg0010.tlg025,urn:cts:greekLit:tlg0010,Isocrates,To the Rulers of the Mytilenaeans
urn:cts:greekLit:tlg0010.tlg026,urn:cts:greekLit:tlg0010,Isocrates,To Timotheus
urn:cts:greekLit:tlg0010.tlg027,urn:cts:greekLit:tlg0010,Isocrates,"To Philip, I"
urn:cts:greekLit:tlg0010.tlg028,urn:cts:greekLit:tlg0010,Isocrates,To Alexander
urn:cts:greekLit:tlg0010.tlg029,urn:cts:greekLit:tlg0010,Isocrates,To Antipater
urn:cts:greekLit:tlg0010.tlg030,urn:cts:greekLit:tlg0010,Isocrates,"To Philip, II"
urn:cts:greekLit:tlg0011.tlg001,urn:cts:greekLit:tlg0011,Sophocles,Trachiniae
urn:cts:greekLit:tlg0011.tlg002,urn:cts:greekLit:tlg0011,Sophocles,Antigone
urn:cts:greekLit:tlg0011.tlg003,urn:cts:greekLit:tlg0011,Sophocles,Ajax
urn:cts:greekLit:tlg0011.tlg004,urn:cts:greekLit:tlg0011,Sophocles,Oedipus Tyrannus
urn:cts:greekLit:tlg0011.tlg005,urn:cts:greekLit:tlg0011,Sophocles,Electra
urn:cts:greekLit:tlg0011.tlg006,urn:cts:greekLit:tlg0011,Sophocles,Philoctetes
urn:cts:greekLit:tlg0011.tlg007,urn:cts:greekLit:tlg0011,Sophocles,Oedipus at Colonus
urn:cts:greekLit:tlg0011.tlg008,urn:cts:greekLit:tlg0011,Sophocles,Ichneutae
urn:cts:greekLit:tlg0012.tlg001,urn:cts:greekLit:tlg0012,Homer,Iliad
urn:cts:greekLit:tlg0012.tlg002,urn:cts:greekLit:tlg0012,Homer,Odyssey
urn:cts:greekLit:tlg0012.tlg003,urn:cts:greekLit:tlg0012,Homer,Epigrams
urn:cts:greekLit:tlg0013.tlg001,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 1 to Dionysus
urn:cts:greekLit:tlg0013.tlg002,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 2 to Demeter
urn:cts:greekLit:tlg0013.tlg003,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 3 to Delian and Pythian Apollo
urn:cts:greekLit:tlg0013.tlg004,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 4 to Hermes
urn:cts:greekLit:tlg0013.tlg005,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 5 to Aphrodite
urn:cts:greekLit:tlg0013.tlg006,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 6 to Aphrodite
urn:cts:greekLit:tlg0013.tlg007,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 7 to Dionysus
urn:cts:greekLit:tlg0013.tlg008,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 8 to Ares
urn:cts:greekLit:tlg0013.tlg009,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 9 to Artemis
urn:cts:greekLit:tlg0013.tlg010,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 10 to Aphrodite
urn:cts:greekLit:tlg0013.tlg011,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 11 To Athena
urn:cts:greekLit:tlg0013.tlg012,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 12 to Hera
urn:cts:greekLit:tlg0013.tlg013,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 13 to Demeter
urn:cts:greekLit:tlg0013.tlg014,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 14 to the Mother of the Gods
urn:cts:greekLit:tlg0013.tlg015,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 15 To Heracles
urn:cts:greekLit:tlg0013.tlg016,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 16 To Asclepius
urn:cts:greekLit:tlg0013.tlg017,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 17 To the Dioscuri
urn:cts:greekLit:tlg0013.tlg018,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 18 to Hermes
urn:cts:greekLit:tlg0013.tlg019,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 19 to Pan
urn:cts:greekLit:tlg0013.tlg020,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 20 To Hephaestus
urn:cts:greekLit:tlg0013.tlg021,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 21 To Apollo
urn:cts:greekLit:tlg0013.tlg022,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 22 To Poseidon
urn:cts:greekLit:tlg0013.tlg023,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 23 to Zeus
urn:cts:greekLit:tlg0013.tlg024,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 24 To Hestia
urn:cts:greekLit:tlg0013.tlg025,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 25 To the Muses and Apollo
urn:cts:greekLit:tlg0013.tlg026,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 26 To Dionysus
urn:cts:greekLit:tlg0013.tlg027,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 27 to Artemis
urn:cts:greekLit:tlg0013.tlg028,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 28 to Athena
urn:cts:greekLit:tlg0013.tlg029,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 29 to Hestia
urn:cts:greekLit:tlg0013.tlg030,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 30 to Earth
urn:cts:greekLit:tlg0013.tlg031,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 31 to Helios
urn:cts:greekLit:tlg0013.tlg032,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 32 To Selene
urn:cts:greekLit:tlg0013.tlg033,urn:cts:greekLit:tlg0013,Homeric Hymns,Hymn 33 To the Dioscuri
urn:cts:greekLit:tlg0014.tlg001,urn:cts:greekLit:tlg0014,Demosthenes,Olynthiac 1
urn:cts:greekLit:tlg0014.tlg002,urn:cts:greekLit:tlg0014,Demosthenes,Olynthiac 2
urn:cts:greekLit:tlg0014.tlg003,urn:cts:greekLit:tlg0014,Demosthenes,Third Olynthiac
urn:cts:greekLit:tlg0014.tlg004,urn:cts:greekLit:tlg0014,Demosthenes,First Philippic
urn:cts:greekLit:tlg0014.tlg005,urn:cts:greekLit:tlg0014,Demosthenes,On the Peace
urn:cts:greekLit:tlg0014.tlg006,urn:cts:greekLit:tlg0014,Demosthenes,Second Philippic
urn:cts:greekLit:tlg0014.tlg007,urn:cts:greekLit:tlg0014,Demosthenes,On Halonnesus
urn:cts:greekLit:tlg0014.tlg008,urn:cts:greekLit:tlg0014,Demosthenes,On the Chersonese
urn:cts:greekLit:tlg0014.tlg009,urn:cts:greekLit:tlg0014,Demosthenes,Third Philippic
urn:cts:greekLit:tlg0014.tlg010,urn:cts:greekLit:tlg0014,Demosthenes,Fourth Philippic
urn:cts:greekLit:tlg0014.tlg011,urn:cts:greekLit:tlg0014,Demosthenes,Answer to Philip’s Letter
urn:cts:greekLit:tlg0014.tlg012,urn:cts:greekLit:tlg0014,Demosthenes,Philip’s Letter
urn:cts:greekLit:tlg0014.tlg013,urn:cts:greekLit:tlg0014,Demosthenes,On Organization
urn:cts:greekLit:tlg0014.tlg014,urn:cts:greekLit:tlg0014,Demosthenes,On the Navy-Boards
urn:cts:greekLit:tlg0014.tlg015,urn:cts:greekLit:tlg0014,Demosthenes,For the Liberty of the Rhodians
urn:cts:greekLit:tlg0014.tlg016,urn:cts:greekLit:tlg0014,Demosthenes,For the People of Megalopolis
urn:cts:greekLit:tlg0014.tlg017,urn:cts:greekLit:tlg0014,Demosthenes,On the Treaty with Alexander
urn:cts:greekLit:tlg0014.tlg018,urn:cts:greekLit:tlg0014,Demosthenes,On the Crown
urn:cts:greekLit:tlg0014.tlg019,urn:cts:greekLit:tlg0014,Demosthenes,On the False Embassy
urn:cts:greekLit:tlg0014.tlg020,urn:cts:greekLit:tlg0014,Demosthenes,Against Leptines
urn:cts:greekLit:tlg0014.tlg021,urn:cts:greekLit:tlg0014,Demosthenes,Against Meidias
urn:cts:greekLit:tlg0014.tlg022,urn:cts:greekLit:tlg0014,Demosthenes,Against Androtion
urn:cts:greekLit:tlg0014.tlg023,urn:cts:greekLit:tlg0014,Demosthenes,Against Aristocrates
urn:cts:greekLit:tlg0014.tlg024,urn:cts:greekLit:tlg0014,Demosthenes,Against Timocrates
urn:cts:greekLit:tlg0014.tlg025,urn:cts:greekLit:tlg0014,Demosthenes,Against Aristogeiton I
urn:cts:greekLit:tlg0014.tlg026,urn:cts:greekLit:tlg0014,Demosthenes,Against Aristogeiton II
urn:cts:greekLit:tlg0014.tlg027,urn:cts:greekLit:tlg0014,Demosthenes,Against Aphobus I
urn:cts:greekLit:tlg0014.tlg028,urn:cts:greekLit:tlg0014,Demosthenes,Against Aphobus II
urn:cts:greekLit:tlg0014.tlg029,urn:cts:greekLit:tlg0014,Demosthenes,Against Aphobus III
urn:cts:greekLit:tlg0014.tlg030,urn:cts:greekLit:tlg0014,Demosthenes,Against Onetor I
urn:cts:greekLit:tlg0014.tlg031,urn:cts:greekLit:tlg0014,Demosthenes,Against Onetor II
urn:cts:greekLit:tlg0014.tlg032,urn:cts:greekLit:tlg0014,Demosthenes,Against Zenothemis
urn:cts:greekLit:tlg0014.tlg033,urn:cts:greekLit:tlg0014,Demosthenes,Against Apaturius
urn:cts:greekLit:tlg0014.tlg034,urn:cts:greekLit:tlg0014,Demosthenes,Against Phormio
urn:cts:greekLit:tlg0014.tlg035,urn:cts:greekLit:tlg0014,Demosthenes,Against Lacritus
urn:cts:greekLit:tlg0014.tlg036,urn:cts:greekLit:tlg0014,Demosthenes,For Phormio
urn:cts:greekLit:tlg0014.tlg037,urn:cts:greekLit:tlg0014,Demosthenes,Against Pantaenetus
urn:cts:greekLit:tlg0014.tlg038,urn:cts:greekLit:tlg0014,Demosthenes,Against Nausimachus and Xenopeithes
urn:cts:greekLit:tlg0014.tlg039,urn:cts:greekLit:tlg0014,Demosthenes,Against Boeotus I
urn:cts:greekLit:tlg0014.tlg040,urn:cts:greekLit:tlg0014,Demosthenes,Against Boeotus II
urn:cts:greekLit:tlg0014.tlg041,urn:cts:greekLit:tlg0014,Demosthenes,Against Spudias
urn:cts:greekLit:tlg0014.tlg042,urn:cts:greekLit:tlg0014,Demosthenes,Against Phaenippus
urn:cts:greekLit:tlg0014.tlg043,urn:cts:greekLit:tlg0014,Demosthenes,Against Macartatus
urn:cts:greekLit:tlg0014.tlg044,urn:cts:greekLit:tlg0014,Demosthenes,Against Leochares
urn:cts:greekLit:tlg0014.tlg045,urn:cts:greekLit:tlg0014,Demosthenes,Against Stephanus I
urn:cts:greekLit:tlg0014.tlg046,urn:cts:greekLit:tlg0014,Demosthenes,Against Stephanus II
urn:cts:greekLit:tlg0014.tlg047,urn:cts:greekLit:tlg0014,Demosthenes,Against Evergus and Mnesibulus
urn:cts:greekLit:tlg0014.tlg048,urn:cts:greekLit:tlg0014,Demosthenes,Against Olympiodorus
urn:cts:greekLit:tlg0014.tlg049,urn:cts:greekLit:tlg0014,Demosthenes,Apollodorus Against Timotheus
urn:cts:greekLit:tlg0014.tlg050,urn:cts:greekLit:tlg0014,Demosthenes,Apollodorus Against Polycles
urn:cts:greekLit:tlg0014.tlg051,urn:cts:greekLit:tlg0014,Demosthenes,On the Trierarchic Crown
urn:cts:greekLit:tlg0014.tlg052,urn:cts:greekLit:tlg0014,Demosthenes,Apollodorus Against Callippus
urn:cts:greekLit:tlg0014.tlg053,urn:cts:greekLit:tlg0014,Demosthenes,Apollodorus Against Nicostratus
urn:cts:greekLit:tlg0014.tlg054,urn:cts:greekLit:tlg0014,Demosthenes,Against Conon
urn:cts:greekLit:tlg0014.tlg055,urn:cts:greekLit:tlg0014,Demosthenes,Against Callicles
urn:cts:greekLit:tlg0014.tlg056,urn:cts:greekLit:tlg0014,Demosthenes,Against Dionysodorus
urn:cts:greekLit:tlg0014.tlg057,urn:cts:greekLit:tlg0014,Demosthenes,Against Eubulides
urn:cts:greekLit:tlg0014.tlg058,urn:cts:greekLit:tlg0014,Demosthenes,Against Theocrines
urn:cts:greekLit:tlg0014.tlg059,urn:cts:greekLit:tlg0014,Demosthenes,Theomnestus and Apollodorus Against Neaera
urn:cts:greekLit:tlg0014.tlg060,urn:cts:greekLit:tlg0014,Demosthenes,The Funeral Speech
urn:cts:greekLit:tlg0014.tlg061,urn:cts:greekLit:tlg0014,Demosthenes,The Erotic Essay
urn:cts:greekLit:tlg0014.tlg062,urn:cts:greekLit:tlg0014,Demosthenes,Exordia
urn:cts:greekLit:tlg0014.tlg063,urn:cts:greekLit:tlg0014,Demosthenes,Letters
urn:cts:greekLit:tlg0015.tlg001,urn:cts:greekLit:tlg0015,Herodian,Ab excessu divi Marci
urn:cts:greekLit:tlg0016.tlg001,urn:cts:greekLit:tlg0016,Herodotus,Histories
urn:cts:greekLit:tlg0017.tlg001,urn:cts:greekLit:tlg0017,Isaeus,On The Estate of Cleonymus
urn:cts:greekLit:tlg0017.tlg002,urn:cts:greekLit:tlg0017,Isaeus,On the Estate of Menecles
urn:cts:greekLit:tlg0017.tlg003,urn:cts:greekLit:tlg0017,Isaeus,On The Estate Of Pyrrhus
urn:cts:greekLit:tlg0017.tlg004,urn:cts:greekLit:tlg0017,Isaeus,On the Estate of Nicostratus
urn:cts:greekLit:tlg0017.tlg005,urn:cts:greekLit:tlg0017,Isaeus,On the Estate of Dicaeogenes
urn:cts:greekLit:tlg0017.tlg006,urn:cts:greekLit:tlg0017,Isaeus,On the Estate of Philoctemon
urn:cts:greekLit:tlg0017.tlg007,urn:cts:greekLit:tlg0017,Isaeus,On The Estate of Apollodorus
urn:cts:greekLit:tlg0017.tlg008,urn:cts:greekLit:tlg0017,Isaeus,On The Estate of Ciron
urn:cts:greekLit:tlg0017.tlg009,urn:cts:greekLit:tlg0017,Isaeus,On the Estate of Astyphilus
